topology,payoff,benefit,beta,mutation,init_c,sim,t,c
rrg,acc,1.005,10,0.01,0.8,1,493000,0.439
rrg,acc,1.005,10,0.01,0.8,1,494000,0.443
rrg,acc,1.005,10,0.01,0.8,1,495000,0.431
rrg,acc,1.005,10,0.01,0.8,1,496000,0.435
rrg,acc,1.005,10,0.01,0.8,1,497000,0.422
rrg,acc,1.005,10,0.01,0.8,1,498000,0.442
rrg,acc,1.005,10,0.01,0.8,1,499000,0.437
rrg,acc,1.005,10,0.01,0.8,1,500000,0.448
rrg,acc,1.005,10,0.01,0.8,1,501000,0.436
rrg,acc,1.005,10,0.01,0.8,1,502000,0.421
rrg,acc,1.005,10,0.01,0.8,1,503000,0.442
rrg,acc,1.005,10,0.01,0.8,1,504000,0.453
rrg,acc,1.005,10,0.01,0.8,1,505000,0.449
rrg,acc,1.005,10,0.01,0.8,1,506000,0.416
rrg,acc,1.005,10,0.01,0.8,1,507000,0.419
rrg,acc,1.005,10,0.01,0.8,1,508000,0.411
rrg,acc,1.005,10,0.01,0.8,1,509000,0.426
rrg,acc,1.005,10,0.01,0.8,1,510000,0.422
rrg,acc,1.005,10,0.01,0.8,1,511000,0.418
rrg,acc,1.005,10,0.01,0.8,1,512000,0.439
rrg,acc,1.005,10,0.01,0.8,1,513000,0.448
rrg,acc,1.005,10,0.01,0.8,1,514000,0.462
rrg,acc,1.005,10,0.01,0.8,1,515000,0.465
rrg,acc,1.005,10,0.01,0.8,1,516000,0.446
rrg,acc,1.005,10,0.01,0.8,1,517000,0.465
rrg,acc,1.005,10,0.01,0.8,1,518000,0.451
rrg,acc,1.005,10,0.01,0.8,1,519000,0.435
rrg,acc,1.005,10,0.01,0.8,1,520000,0.441
rrg,acc,1.005,10,0.01,0.8,1,521000,0.439
rrg,acc,1.005,10,0.01,0.8,1,522000,0.436
rrg,acc,1.005,10,0.01,0.8,1,523000,0.447
rrg,acc,1.005,10,0.01,0.8,1,524000,0.437
rrg,acc,1.005,10,0.01,0.8,1,525000,0.421
rrg,acc,1.005,10,0.01,0.8,1,526000,0.419
rrg,acc,1.005,10,0.01,0.8,1,527000,0.422
rrg,acc,1.005,10,0.01,0.8,1,528000,0.424
rrg,acc,1.005,10,0.01,0.8,1,529000,0.432
rrg,acc,1.005,10,0.01,0.8,1,530000,0.414
rrg,acc,1.005,10,0.01,0.8,1,531000,0.425
rrg,acc,1.005,10,0.01,0.8,1,532000,0.416
rrg,acc,1.005,10,0.01,0.8,1,533000,0.439
rrg,acc,1.005,10,0.01,0.8,1,534000,0.439
rrg,acc,1.005,10,0.01,0.8,1,535000,0.418
rrg,acc,1.005,10,0.01,0.8,1,536000,0.429
rrg,acc,1.005,10,0.01,0.8,1,537000,0.421
rrg,acc,1.005,10,0.01,0.8,1,538000,0.44
rrg,acc,1.005,10,0.01,0.8,1,539000,0.442
rrg,acc,1.005,10,0.01,0.8,1,540000,0.437
rrg,acc,1.005,10,0.01,0.8,1,541000,0.434
rrg,acc,1.005,10,0.01,0.8,1,542000,0.443
rrg,acc,1.005,10,0.01,0.8,1,543000,0.445
rrg,acc,1.005,10,0.01,0.8,1,544000,0.423
rrg,acc,1.005,10,0.01,0.8,1,545000,0.418
rrg,acc,1.005,10,0.01,0.8,1,546000,0.41
rrg,acc,1.005,10,0.01,0.8,1,547000,0.41
rrg,acc,1.005,10,0.01,0.8,1,548000,0.409
rrg,acc,1.005,10,0.01,0.8,1,549000,0.403
rrg,acc,1.005,10,0.01,0.8,1,550000,0.402
rrg,acc,1.005,10,0.01,0.8,1,551000,0.397
rrg,acc,1.005,10,0.01,0.8,1,552000,0.421
rrg,acc,1.005,10,0.01,0.8,1,553000,0.428
rrg,acc,1.005,10,0.01,0.8,1,554000,0.436
rrg,acc,1.005,10,0.01,0.8,1,555000,0.438
rrg,acc,1.005,10,0.01,0.8,1,556000,0.46
rrg,acc,1.005,10,0.01,0.8,1,557000,0.455
rrg,acc,1.005,10,0.01,0.8,1,558000,0.448
rrg,acc,1.005,10,0.01,0.8,1,559000,0.448
rrg,acc,1.005,10,0.01,0.8,1,560000,0.45
rrg,acc,1.005,10,0.01,0.8,1,561000,0.443
rrg,acc,1.005,10,0.01,0.8,1,562000,0.443
rrg,acc,1.005,10,0.01,0.8,1,563000,0.419
rrg,acc,1.005,10,0.01,0.8,1,564000,0.39
rrg,acc,1.005,10,0.01,0.8,1,565000,0.41
rrg,acc,1.005,10,0.01,0.8,1,566000,0.414
rrg,acc,1.005,10,0.01,0.8,1,567000,0.425
rrg,acc,1.005,10,0.01,0.8,1,568000,0.426
rrg,acc,1.005,10,0.01,0.8,1,569000,0.411
rrg,acc,1.005,10,0.01,0.8,1,570000,0.409
rrg,acc,1.005,10,0.01,0.8,1,571000,0.396
rrg,acc,1.005,10,0.01,0.8,1,572000,0.376
rrg,acc,1.005,10,0.01,0.8,1,573000,0.393
rrg,acc,1.005,10,0.01,0.8,1,574000,0.389
rrg,acc,1.005,10,0.01,0.8,1,575000,0.397
rrg,acc,1.005,10,0.01,0.8,1,576000,0.404
rrg,acc,1.005,10,0.01,0.8,1,577000,0.404
rrg,acc,1.005,10,0.01,0.8,1,578000,0.4
rrg,acc,1.005,10,0.01,0.8,1,579000,0.402
rrg,acc,1.005,10,0.01,0.8,1,580000,0.41
rrg,acc,1.005,10,0.01,0.8,1,581000,0.404
rrg,acc,1.005,10,0.01,0.8,1,582000,0.435
rrg,acc,1.005,10,0.01,0.8,1,583000,0.396
rrg,acc,1.005,10,0.01,0.8,1,584000,0.391
rrg,acc,1.005,10,0.01,0.8,1,585000,0.377
rrg,acc,1.005,10,0.01,0.8,1,586000,0.374
rrg,acc,1.005,10,0.01,0.8,1,587000,0.377
rrg,acc,1.005,10,0.01,0.8,1,588000,0.36
rrg,acc,1.005,10,0.01,0.8,1,589000,0.37
rrg,acc,1.005,10,0.01,0.8,1,590000,0.359
rrg,acc,1.005,10,0.01,0.8,1,591000,0.358
rrg,acc,1.005,10,0.01,0.8,1,592000,0.362
rrg,acc,1.005,10,0.01,0.8,1,593000,0.352
rrg,acc,1.005,10,0.01,0.8,1,594000,0.359
rrg,acc,1.005,10,0.01,0.8,1,595000,0.369
rrg,acc,1.005,10,0.01,0.8,1,596000,0.377
rrg,acc,1.005,10,0.01,0.8,1,597000,0.394
rrg,acc,1.005,10,0.01,0.8,1,598000,0.381
rrg,acc,1.005,10,0.01,0.8,1,599000,0.389
rrg,acc,1.005,10,0.01,0.8,1,600000,0.39
rrg,acc,1.005,10,0.01,0.8,1,601000,0.388
rrg,acc,1.005,10,0.01,0.8,1,602000,0.392
rrg,acc,1.005,10,0.01,0.8,1,603000,0.398
rrg,acc,1.005,10,0.01,0.8,1,604000,0.403
rrg,acc,1.005,10,0.01,0.8,1,605000,0.401
rrg,acc,1.005,10,0.01,0.8,1,606000,0.385
rrg,acc,1.005,10,0.01,0.8,1,607000,0.355
rrg,acc,1.005,10,0.01,0.8,1,608000,0.369
rrg,acc,1.005,10,0.01,0.8,1,609000,0.379
rrg,acc,1.005,10,0.01,0.8,1,610000,0.365
rrg,acc,1.005,10,0.01,0.8,1,611000,0.361
rrg,acc,1.005,10,0.01,0.8,1,612000,0.366
rrg,acc,1.005,10,0.01,0.8,1,613000,0.37
rrg,acc,1.005,10,0.01,0.8,1,614000,0.382
rrg,acc,1.005,10,0.01,0.8,1,615000,0.384
rrg,acc,1.005,10,0.01,0.8,1,616000,0.362
rrg,acc,1.005,10,0.01,0.8,1,617000,0.373
rrg,acc,1.005,10,0.01,0.8,1,618000,0.378
rrg,acc,1.005,10,0.01,0.8,1,619000,0.386
rrg,acc,1.005,10,0.01,0.8,1,620000,0.393
rrg,acc,1.005,10,0.01,0.8,1,621000,0.404
rrg,acc,1.005,10,0.01,0.8,1,622000,0.424
rrg,acc,1.005,10,0.01,0.8,1,623000,0.418
rrg,acc,1.005,10,0.01,0.8,1,624000,0.421
rrg,acc,1.005,10,0.01,0.8,1,625000,0.424
rrg,acc,1.005,10,0.01,0.8,1,626000,0.441
rrg,acc,1.005,10,0.01,0.8,1,627000,0.421
rrg,acc,1.005,10,0.01,0.8,1,628000,0.425
rrg,acc,1.005,10,0.01,0.8,1,629000,0.405
rrg,acc,1.005,10,0.01,0.8,1,630000,0.423
rrg,acc,1.005,10,0.01,0.8,1,631000,0.431
rrg,acc,1.005,10,0.01,0.8,1,632000,0.411
rrg,acc,1.005,10,0.01,0.8,1,633000,0.411
rrg,acc,1.005,10,0.01,0.8,1,634000,0.421
rrg,acc,1.005,10,0.01,0.8,1,635000,0.407
rrg,acc,1.005,10,0.01,0.8,1,636000,0.402
rrg,acc,1.005,10,0.01,0.8,1,637000,0.381
rrg,acc,1.005,10,0.01,0.8,1,638000,0.4
rrg,acc,1.005,10,0.01,0.8,1,639000,0.397
rrg,acc,1.005,10,0.01,0.8,1,640000,0.39
rrg,acc,1.005,10,0.01,0.8,1,641000,0.397
rrg,acc,1.005,10,0.01,0.8,1,642000,0.404
rrg,acc,1.005,10,0.01,0.8,1,643000,0.423
rrg,acc,1.005,10,0.01,0.8,1,644000,0.418
rrg,acc,1.005,10,0.01,0.8,1,645000,0.413
rrg,acc,1.005,10,0.01,0.8,1,646000,0.417
rrg,acc,1.005,10,0.01,0.8,1,647000,0.418
rrg,acc,1.005,10,0.01,0.8,1,648000,0.409
rrg,acc,1.005,10,0.01,0.8,1,649000,0.398
rrg,acc,1.005,10,0.01,0.8,1,650000,0.392
rrg,acc,1.005,10,0.01,0.8,1,651000,0.388
rrg,acc,1.005,10,0.01,0.8,1,652000,0.376
rrg,acc,1.005,10,0.01,0.8,1,653000,0.382
rrg,acc,1.005,10,0.01,0.8,1,654000,0.387
rrg,acc,1.005,10,0.01,0.8,1,655000,0.387
rrg,acc,1.005,10,0.01,0.8,1,656000,0.391
rrg,acc,1.005,10,0.01,0.8,1,657000,0.384
rrg,acc,1.005,10,0.01,0.8,1,658000,0.387
rrg,acc,1.005,10,0.01,0.8,1,659000,0.397
rrg,acc,1.005,10,0.01,0.8,1,660000,0.397
rrg,acc,1.005,10,0.01,0.8,1,661000,0.412
rrg,acc,1.005,10,0.01,0.8,1,662000,0.406
rrg,acc,1.005,10,0.01,0.8,1,663000,0.404
rrg,acc,1.005,10,0.01,0.8,1,664000,0.422
rrg,acc,1.005,10,0.01,0.8,1,665000,0.421
rrg,acc,1.005,10,0.01,0.8,1,666000,0.424
rrg,acc,1.005,10,0.01,0.8,1,667000,0.427
rrg,acc,1.005,10,0.01,0.8,1,668000,0.424
rrg,acc,1.005,10,0.01,0.8,1,669000,0.421
rrg,acc,1.005,10,0.01,0.8,1,670000,0.426
rrg,acc,1.005,10,0.01,0.8,1,671000,0.416
rrg,acc,1.005,10,0.01,0.8,1,672000,0.428
rrg,acc,1.005,10,0.01,0.8,1,673000,0.44
rrg,acc,1.005,10,0.01,0.8,1,674000,0.436
rrg,acc,1.005,10,0.01,0.8,1,675000,0.458
rrg,acc,1.005,10,0.01,0.8,1,676000,0.457
rrg,acc,1.005,10,0.01,0.8,1,677000,0.438
rrg,acc,1.005,10,0.01,0.8,1,678000,0.453
rrg,acc,1.005,10,0.01,0.8,1,679000,0.452
rrg,acc,1.005,10,0.01,0.8,1,680000,0.42
rrg,acc,1.005,10,0.01,0.8,1,681000,0.403
rrg,acc,1.005,10,0.01,0.8,1,682000,0.412
rrg,acc,1.005,10,0.01,0.8,1,683000,0.417
rrg,acc,1.005,10,0.01,0.8,1,684000,0.428
rrg,acc,1.005,10,0.01,0.8,1,685000,0.425
rrg,acc,1.005,10,0.01,0.8,1,686000,0.433
rrg,acc,1.005,10,0.01,0.8,1,687000,0.433
rrg,acc,1.005,10,0.01,0.8,1,688000,0.435
rrg,acc,1.005,10,0.01,0.8,1,689000,0.447
rrg,acc,1.005,10,0.01,0.8,1,690000,0.465
rrg,acc,1.005,10,0.01,0.8,1,691000,0.469
rrg,acc,1.005,10,0.01,0.8,1,692000,0.464
rrg,acc,1.005,10,0.01,0.8,1,693000,0.448
rrg,acc,1.005,10,0.01,0.8,1,694000,0.455
rrg,acc,1.005,10,0.01,0.8,1,695000,0.459
rrg,acc,1.005,10,0.01,0.8,1,696000,0.444
rrg,acc,1.005,10,0.01,0.8,1,697000,0.436
rrg,acc,1.005,10,0.01,0.8,1,698000,0.432
rrg,acc,1.005,10,0.01,0.8,1,699000,0.449
rrg,acc,1.005,10,0.01,0.8,1,700000,0.453
rrg,acc,1.005,10,0.01,0.8,1,701000,0.452
rrg,acc,1.005,10,0.01,0.8,1,702000,0.456
rrg,acc,1.005,10,0.01,0.8,1,703000,0.467
rrg,acc,1.005,10,0.01,0.8,1,704000,0.465
rrg,acc,1.005,10,0.01,0.8,1,705000,0.452
rrg,acc,1.005,10,0.01,0.8,1,706000,0.444
rrg,acc,1.005,10,0.01,0.8,1,707000,0.441
rrg,acc,1.005,10,0.01,0.8,1,708000,0.454
rrg,acc,1.005,10,0.01,0.8,1,709000,0.457
rrg,acc,1.005,10,0.01,0.8,1,710000,0.463
rrg,acc,1.005,10,0.01,0.8,1,711000,0.468
rrg,acc,1.005,10,0.01,0.8,1,712000,0.461
rrg,acc,1.005,10,0.01,0.8,1,713000,0.458
rrg,acc,1.005,10,0.01,0.8,1,714000,0.466
rrg,acc,1.005,10,0.01,0.8,1,715000,0.485
rrg,acc,1.005,10,0.01,0.8,1,716000,0.463
rrg,acc,1.005,10,0.01,0.8,1,717000,0.489
rrg,acc,1.005,10,0.01,0.8,1,718000,0.479
rrg,acc,1.005,10,0.01,0.8,1,719000,0.477
rrg,acc,1.005,10,0.01,0.8,1,720000,0.47
rrg,acc,1.005,10,0.01,0.8,1,721000,0.482
rrg,acc,1.005,10,0.01,0.8,1,722000,0.502
rrg,acc,1.005,10,0.01,0.8,1,723000,0.501
rrg,acc,1.005,10,0.01,0.8,1,724000,0.497
rrg,acc,1.005,10,0.01,0.8,1,725000,0.484
rrg,acc,1.005,10,0.01,0.8,1,726000,0.45
rrg,acc,1.005,10,0.01,0.8,1,727000,0.448
rrg,acc,1.005,10,0.01,0.8,1,728000,0.456
rrg,acc,1.005,10,0.01,0.8,1,729000,0.431
rrg,acc,1.005,10,0.01,0.8,1,730000,0.446
rrg,acc,1.005,10,0.01,0.8,1,731000,0.417
rrg,acc,1.005,10,0.01,0.8,1,732000,0.423
rrg,acc,1.005,10,0.01,0.8,1,733000,0.421
rrg,acc,1.005,10,0.01,0.8,1,734000,0.405
rrg,acc,1.005,10,0.01,0.8,1,735000,0.408
rrg,acc,1.005,10,0.01,0.8,1,736000,0.416
rrg,acc,1.005,10,0.01,0.8,1,737000,0.399
rrg,acc,1.005,10,0.01,0.8,1,738000,0.39
rrg,acc,1.005,10,0.01,0.8,1,739000,0.378
rrg,acc,1.005,10,0.01,0.8,1,740000,0.379
rrg,acc,1.005,10,0.01,0.8,1,741000,0.383
rrg,acc,1.005,10,0.01,0.8,1,742000,0.381
rrg,acc,1.005,10,0.01,0.8,1,743000,0.377
rrg,acc,1.005,10,0.01,0.8,1,744000,0.386
rrg,acc,1.005,10,0.01,0.8,1,745000,0.398
rrg,acc,1.005,10,0.01,0.8,1,746000,0.399
rrg,acc,1.005,10,0.01,0.8,1,747000,0.367
rrg,acc,1.005,10,0.01,0.8,1,748000,0.378
rrg,acc,1.005,10,0.01,0.8,1,749000,0.365
rrg,acc,1.005,10,0.01,0.8,1,750000,0.361
rrg,acc,1.005,10,0.01,0.8,1,751000,0.365
rrg,acc,1.005,10,0.01,0.8,1,752000,0.365
rrg,acc,1.005,10,0.01,0.8,1,753000,0.366
rrg,acc,1.005,10,0.01,0.8,1,754000,0.36
rrg,acc,1.005,10,0.01,0.8,1,755000,0.373
rrg,acc,1.005,10,0.01,0.8,1,756000,0.359
rrg,acc,1.005,10,0.01,0.8,1,757000,0.362
rrg,acc,1.005,10,0.01,0.8,1,758000,0.383
rrg,acc,1.005,10,0.01,0.8,1,759000,0.399
rrg,acc,1.005,10,0.01,0.8,1,760000,0.405
rrg,acc,1.005,10,0.01,0.8,1,761000,0.426
rrg,acc,1.005,10,0.01,0.8,1,762000,0.43
rrg,acc,1.005,10,0.01,0.8,1,763000,0.425
rrg,acc,1.005,10,0.01,0.8,1,764000,0.409
rrg,acc,1.005,10,0.01,0.8,1,765000,0.411
rrg,acc,1.005,10,0.01,0.8,1,766000,0.415
rrg,acc,1.005,10,0.01,0.8,1,767000,0.393
rrg,acc,1.005,10,0.01,0.8,1,768000,0.385
rrg,acc,1.005,10,0.01,0.8,1,769000,0.39
rrg,acc,1.005,10,0.01,0.8,1,770000,0.412
rrg,acc,1.005,10,0.01,0.8,1,771000,0.406
rrg,acc,1.005,10,0.01,0.8,1,772000,0.394
rrg,acc,1.005,10,0.01,0.8,1,773000,0.411
rrg,acc,1.005,10,0.01,0.8,1,774000,0.408
rrg,acc,1.005,10,0.01,0.8,1,775000,0.398
rrg,acc,1.005,10,0.01,0.8,1,776000,0.401
rrg,acc,1.005,10,0.01,0.8,1,777000,0.417
rrg,acc,1.005,10,0.01,0.8,1,778000,0.411
rrg,acc,1.005,10,0.01,0.8,1,779000,0.408
rrg,acc,1.005,10,0.01,0.8,1,780000,0.408
rrg,acc,1.005,10,0.01,0.8,1,781000,0.417
rrg,acc,1.005,10,0.01,0.8,1,782000,0.413
rrg,acc,1.005,10,0.01,0.8,1,783000,0.422
rrg,acc,1.005,10,0.01,0.8,1,784000,0.421
rrg,acc,1.005,10,0.01,0.8,1,785000,0.425
rrg,acc,1.005,10,0.01,0.8,1,786000,0.419
rrg,acc,1.005,10,0.01,0.8,1,787000,0.427
rrg,acc,1.005,10,0.01,0.8,1,788000,0.422
rrg,acc,1.005,10,0.01,0.8,1,789000,0.42
rrg,acc,1.005,10,0.01,0.8,1,790000,0.416
rrg,acc,1.005,10,0.01,0.8,1,791000,0.4
rrg,acc,1.005,10,0.01,0.8,1,792000,0.397
rrg,acc,1.005,10,0.01,0.8,1,793000,0.402
rrg,acc,1.005,10,0.01,0.8,1,794000,0.397
rrg,acc,1.005,10,0.01,0.8,1,795000,0.379
rrg,acc,1.005,10,0.01,0.8,1,796000,0.4
rrg,acc,1.005,10,0.01,0.8,1,797000,0.404
rrg,acc,1.005,10,0.01,0.8,1,798000,0.407
rrg,acc,1.005,10,0.01,0.8,1,799000,0.409
rrg,acc,1.005,10,0.01,0.8,1,800000,0.415
rrg,acc,1.005,10,0.01,0.8,1,801000,0.409
rrg,acc,1.005,10,0.01,0.8,1,802000,0.412
rrg,acc,1.005,10,0.01,0.8,1,803000,0.405
rrg,acc,1.005,10,0.01,0.8,1,804000,0.408
rrg,acc,1.005,10,0.01,0.8,1,805000,0.403
rrg,acc,1.005,10,0.01,0.8,1,806000,0.409
rrg,acc,1.005,10,0.01,0.8,1,807000,0.394
rrg,acc,1.005,10,0.01,0.8,1,808000,0.417
rrg,acc,1.005,10,0.01,0.8,1,809000,0.428
rrg,acc,1.005,10,0.01,0.8,1,810000,0.425
rrg,acc,1.005,10,0.01,0.8,1,811000,0.404
rrg,acc,1.005,10,0.01,0.8,1,812000,0.425
rrg,acc,1.005,10,0.01,0.8,1,813000,0.413
rrg,acc,1.005,10,0.01,0.8,1,814000,0.402
rrg,acc,1.005,10,0.01,0.8,1,815000,0.397
rrg,acc,1.005,10,0.01,0.8,1,816000,0.396
rrg,acc,1.005,10,0.01,0.8,1,817000,0.415
rrg,acc,1.005,10,0.01,0.8,1,818000,0.406
rrg,acc,1.005,10,0.01,0.8,1,819000,0.424
rrg,acc,1.005,10,0.01,0.8,1,820000,0.424
rrg,acc,1.005,10,0.01,0.8,1,821000,0.422
rrg,acc,1.005,10,0.01,0.8,1,822000,0.428
rrg,acc,1.005,10,0.01,0.8,1,823000,0.413
rrg,acc,1.005,10,0.01,0.8,1,824000,0.428
rrg,acc,1.005,10,0.01,0.8,1,825000,0.433
rrg,acc,1.005,10,0.01,0.8,1,826000,0.447
rrg,acc,1.005,10,0.01,0.8,1,827000,0.443
rrg,acc,1.005,10,0.01,0.8,1,828000,0.436
rrg,acc,1.005,10,0.01,0.8,1,829000,0.45
rrg,acc,1.005,10,0.01,0.8,1,830000,0.438
rrg,acc,1.005,10,0.01,0.8,1,831000,0.448
rrg,acc,1.005,10,0.01,0.8,1,832000,0.449
rrg,acc,1.005,10,0.01,0.8,1,833000,0.464
rrg,acc,1.005,10,0.01,0.8,1,834000,0.466
rrg,acc,1.005,10,0.01,0.8,1,835000,0.476
rrg,acc,1.005,10,0.01,0.8,1,836000,0.459
rrg,acc,1.005,10,0.01,0.8,1,837000,0.437
rrg,acc,1.005,10,0.01,0.8,1,838000,0.425
rrg,acc,1.005,10,0.01,0.8,1,839000,0.419
rrg,acc,1.005,10,0.01,0.8,1,840000,0.387
rrg,acc,1.005,10,0.01,0.8,1,841000,0.366
rrg,acc,1.005,10,0.01,0.8,1,842000,0.377
rrg,acc,1.005,10,0.01,0.8,1,843000,0.382
rrg,acc,1.005,10,0.01,0.8,1,844000,0.391
rrg,acc,1.005,10,0.01,0.8,1,845000,0.391
rrg,acc,1.005,10,0.01,0.8,1,846000,0.384
rrg,acc,1.005,10,0.01,0.8,1,847000,0.396
rrg,acc,1.005,10,0.01,0.8,1,848000,0.382
rrg,acc,1.005,10,0.01,0.8,1,849000,0.408
rrg,acc,1.005,10,0.01,0.8,1,850000,0.415
rrg,acc,1.005,10,0.01,0.8,1,851000,0.398
rrg,acc,1.005,10,0.01,0.8,1,852000,0.395
rrg,acc,1.005,10,0.01,0.8,1,853000,0.4
rrg,acc,1.005,10,0.01,0.8,1,854000,0.412
rrg,acc,1.005,10,0.01,0.8,1,855000,0.424
rrg,acc,1.005,10,0.01,0.8,1,856000,0.428
rrg,acc,1.005,10,0.01,0.8,1,857000,0.415
rrg,acc,1.005,10,0.01,0.8,1,858000,0.41
rrg,acc,1.005,10,0.01,0.8,1,859000,0.414
rrg,acc,1.005,10,0.01,0.8,1,860000,0.419
rrg,acc,1.005,10,0.01,0.8,1,861000,0.419
rrg,acc,1.005,10,0.01,0.8,1,862000,0.404
rrg,acc,1.005,10,0.01,0.8,1,863000,0.415
rrg,acc,1.005,10,0.01,0.8,1,864000,0.395
rrg,acc,1.005,10,0.01,0.8,1,865000,0.389
rrg,acc,1.005,10,0.01,0.8,1,866000,0.389
rrg,acc,1.005,10,0.01,0.8,1,867000,0.407
rrg,acc,1.005,10,0.01,0.8,1,868000,0.391
rrg,acc,1.005,10,0.01,0.8,1,869000,0.397
rrg,acc,1.005,10,0.01,0.8,1,870000,0.396
rrg,acc,1.005,10,0.01,0.8,1,871000,0.4
rrg,acc,1.005,10,0.01,0.8,1,872000,0.405
rrg,acc,1.005,10,0.01,0.8,1,873000,0.415
rrg,acc,1.005,10,0.01,0.8,1,874000,0.396
rrg,acc,1.005,10,0.01,0.8,1,875000,0.387
rrg,acc,1.005,10,0.01,0.8,1,876000,0.407
rrg,acc,1.005,10,0.01,0.8,1,877000,0.417
rrg,acc,1.005,10,0.01,0.8,1,878000,0.417
rrg,acc,1.005,10,0.01,0.8,1,879000,0.415
rrg,acc,1.005,10,0.01,0.8,1,880000,0.41
rrg,acc,1.005,10,0.01,0.8,1,881000,0.401
rrg,acc,1.005,10,0.01,0.8,1,882000,0.402
rrg,acc,1.005,10,0.01,0.8,1,883000,0.412
rrg,acc,1.005,10,0.01,0.8,1,884000,0.409
rrg,acc,1.005,10,0.01,0.8,1,885000,0.41
rrg,acc,1.005,10,0.01,0.8,1,886000,0.413
rrg,acc,1.005,10,0.01,0.8,1,887000,0.412
rrg,acc,1.005,10,0.01,0.8,1,888000,0.396
rrg,acc,1.005,10,0.01,0.8,1,889000,0.395
rrg,acc,1.005,10,0.01,0.8,1,890000,0.395
rrg,acc,1.005,10,0.01,0.8,1,891000,0.394
rrg,acc,1.005,10,0.01,0.8,1,892000,0.397
rrg,acc,1.005,10,0.01,0.8,1,893000,0.386
rrg,acc,1.005,10,0.01,0.8,1,894000,0.401
rrg,acc,1.005,10,0.01,0.8,1,895000,0.406
rrg,acc,1.005,10,0.01,0.8,1,896000,0.425
rrg,acc,1.005,10,0.01,0.8,1,897000,0.406
rrg,acc,1.005,10,0.01,0.8,1,898000,0.411
rrg,acc,1.005,10,0.01,0.8,1,899000,0.397
rrg,acc,1.005,10,0.01,0.8,1,900000,0.398
rrg,acc,1.005,10,0.01,0.8,1,901000,0.387
rrg,acc,1.005,10,0.01,0.8,1,902000,0.394
rrg,acc,1.005,10,0.01,0.8,1,903000,0.41
rrg,acc,1.005,10,0.01,0.8,1,904000,0.408
rrg,acc,1.005,10,0.01,0.8,1,905000,0.41
rrg,acc,1.005,10,0.01,0.8,1,906000,0.428
rrg,acc,1.005,10,0.01,0.8,1,907000,0.405
rrg,acc,1.005,10,0.01,0.8,1,908000,0.418
rrg,acc,1.005,10,0.01,0.8,1,909000,0.428
rrg,acc,1.005,10,0.01,0.8,1,910000,0.422
rrg,acc,1.005,10,0.01,0.8,1,911000,0.433
rrg,acc,1.005,10,0.01,0.8,1,912000,0.44
rrg,acc,1.005,10,0.01,0.8,1,913000,0.44
rrg,acc,1.005,10,0.01,0.8,1,914000,0.447
rrg,acc,1.005,10,0.01,0.8,1,915000,0.444
rrg,acc,1.005,10,0.01,0.8,1,916000,0.447
rrg,acc,1.005,10,0.01,0.8,1,917000,0.429
rrg,acc,1.005,10,0.01,0.8,1,918000,0.437
rrg,acc,1.005,10,0.01,0.8,1,919000,0.43
rrg,acc,1.005,10,0.01,0.8,1,920000,0.441
rrg,acc,1.005,10,0.01,0.8,1,921000,0.438
rrg,acc,1.005,10,0.01,0.8,1,922000,0.434
rrg,acc,1.005,10,0.01,0.8,1,923000,0.435
rrg,acc,1.005,10,0.01,0.8,1,924000,0.429
rrg,acc,1.005,10,0.01,0.8,1,925000,0.438
rrg,acc,1.005,10,0.01,0.8,1,926000,0.413
rrg,acc,1.005,10,0.01,0.8,1,927000,0.414
rrg,acc,1.005,10,0.01,0.8,1,928000,0.427
rrg,acc,1.005,10,0.01,0.8,1,929000,0.435
rrg,acc,1.005,10,0.01,0.8,1,930000,0.432
rrg,acc,1.005,10,0.01,0.8,1,931000,0.441
rrg,acc,1.005,10,0.01,0.8,1,932000,0.433
rrg,acc,1.005,10,0.01,0.8,1,933000,0.419
rrg,acc,1.005,10,0.01,0.8,1,934000,0.429
rrg,acc,1.005,10,0.01,0.8,1,935000,0.419
rrg,acc,1.005,10,0.01,0.8,1,936000,0.42
rrg,acc,1.005,10,0.01,0.8,1,937000,0.43
rrg,acc,1.005,10,0.01,0.8,1,938000,0.434
rrg,acc,1.005,10,0.01,0.8,1,939000,0.439
rrg,acc,1.005,10,0.01,0.8,1,940000,0.423
rrg,acc,1.005,10,0.01,0.8,1,941000,0.429
rrg,acc,1.005,10,0.01,0.8,1,942000,0.392
rrg,acc,1.005,10,0.01,0.8,1,943000,0.381
rrg,acc,1.005,10,0.01,0.8,1,944000,0.383
rrg,acc,1.005,10,0.01,0.8,1,945000,0.374
rrg,acc,1.005,10,0.01,0.8,1,946000,0.366
rrg,acc,1.005,10,0.01,0.8,1,947000,0.375
rrg,acc,1.005,10,0.01,0.8,1,948000,0.392
rrg,acc,1.005,10,0.01,0.8,1,949000,0.378
rrg,acc,1.005,10,0.01,0.8,1,950000,0.397
rrg,acc,1.005,10,0.01,0.8,1,951000,0.369
rrg,acc,1.005,10,0.01,0.8,1,952000,0.362
rrg,acc,1.005,10,0.01,0.8,1,953000,0.36
rrg,acc,1.005,10,0.01,0.8,1,954000,0.38
rrg,acc,1.005,10,0.01,0.8,1,955000,0.391
rrg,acc,1.005,10,0.01,0.8,1,956000,0.389
rrg,acc,1.005,10,0.01,0.8,1,957000,0.404
